Ville,Prix,Type De Bien,Surface,Nombre De Pièces,Nombre De Chambres,Nombre De Salles De Bain,Etat De Location,Age De Location,Nombre D’Étages,Orientation,Jardin,Terrasse,Garage,Ascenseur,Piscine,Concierge,Meublé,Salon Marocain,Salon européen,Climatisation,Sécurité,Cuisine équipée,Réfrigérateur,Four,TV,Machine à laver,Micro-ondes,Animaux domestiques autorisés,Type du sol,Cheminée,Antenne parabolique
dar-bouazza,16 000 DH,Appartement,280m²,5 Pièces,2 Chambres,2 Salles de bains,Bon état,Nan,Nan,Nan,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Nan,Oui,Non
dar-bouazza,10 000 DH,Appartement,150m²,3 Pièces,2 Chambres,2 Salles de bains,Nouveau,5-10 ans,4èmeétage,"
 Ouest",Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,"
 Marbre",Non,Non
dar-bouazza,6 000 DH,Appartement,104m²,3 Pièces,2 Chambres,2 Salles de bains,Bon état,1-5 ans,3èmeétage,Nan,Oui,Oui,Oui,Oui,Non,Non,Oui,Non,Non,Non,Non,Oui,Oui,Oui,Oui,Non,Non,Oui,Nan,Non,Non
dar-bouazza,8 500 DH,Appartement,117m²,4 Pièces,2 Chambres,2 Salles de bains,Nouveau,Moins d'un an,Nan,Nan,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,"
 Marbre",Oui,Non
dar-bouazza,5 000 DH,Appartement,100m²,3 Pièces,2 Chambres,2 Salles de bains,Bon état,1-5 ans,1erétage,"
 Sud",Oui,Oui,Oui,Non,Oui,Non,Oui,Non,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,"
 Marbre",Non,Non
dar-bouazza,10 000 DH,Appartement,140m²,4 Pièces,3 Chambres,2 Salles de bains,Nouveau,Moins d'un an,2èmeétage,"
 Sud",Non,Non,Oui,Oui,Oui,Non,Non,Non,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,"
 Marbre",Non,Non
dar-bouazza,6 500 DH,Appartement,75m²,4 Pièces,2 Chambres,1 Salle de bain,Nouveau,1-5 ans,2èmeétage,"
 Nord",Oui,Oui,Oui,Non,Oui,Non,Oui,Non,Oui,Oui,Non,Oui,Oui,Oui,Oui,Non,Oui,Non,"
 Marbre",Non,Non
dar-bouazza,7 800 000 DH,Appartement,700m²,5 Pièces,4 Chambres,5 Salles de bains,Bon état,Nan,Nan,Nan,Non,Oui,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Nan,Non,Non
dar-bouazza,18 500 DH,Appartement,200m²,4 Pièces,3 Chambres,2 Salles de bains,Nouveau,Moins d'un an,Nan,"
 Sud",Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,"
 Parquet",Oui,Non
dar-bouazza,16 000 DH,Appartement,220m²,3 Pièces,4 Chambres,3 Salles de bains,Bon état,Nan,Nan,Nan,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Nan,Non,Non
dar-bouazza,7 500 DH,Appartement,80m²,2 Pièces,2 Chambres,1 Salle de bain,Bon état,Nan,Nan,Nan,Non,Non,Non,Oui,Oui,Oui,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Nan,Non,Non
dar-bouazza,3 800 DH,Appartement,68m²,2 Pièces,1 Chambre,1 Salle de bain,Bon état,Nan,Nan,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
dar-bouazza,8 500 DH,Appartement,140m²,4 Pièces,3 Chambres,3 Salles de bains,Bon état,Nan,Nan,Nan,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Nan,Oui,Non
dar-bouazza,8 900 DH,Appartement,121m²,4 Pièces,2 Chambres,2 Salles de bains,Bon état,1-5 ans,4èmeétage,"
 Sud",Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Non,"
 Marbre",Non,Non
dar-bouazza,6 000 DH,Appartement,90m²,3 Pièces,2 Chambres,1 Salle de bain,Bon état,1-5 ans,1erétage,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
dar-bouazza,15 900 DH,Appartement,180m²,4 Pièces,3 Chambres,2 Salles de bains,Bon état,1-5 ans,1erétage,"
 Sud",Non,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Nan,Non,Non
dar-bouazza,8 500 DH,Appartement,115m²,4 Pièces,2 Chambres,2 Salles de bains,Nouveau,Moins d'un an,1erétage,"
 Sud",Non,Oui,Oui,Oui,Oui,Non,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,"
 Marbre",Oui,Non
dar-bouazza,8 000 DH,Appartement,253m²,9 Pièces,2 Chambres,2 Salles de bains,Nouveau,1-5 ans,Nan,"
 Sud",Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Oui,Oui,Non,Non,Oui,Non,Non,Non,Non,"
 Marbre",Oui,Non
dar-bouazza,12 000 DH,Appartement,230m²,4 Pièces,3 Chambres,2 Salles de bains,Nouveau,Moins d'un an,Nan,Nan,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Oui,Oui,Oui,Non,Oui,Non,Non,Oui,Non,"
 Marbre",Oui,Non
dar-bouazza,7 500 DH,Appartement,114m²,4 Pièces,2 Chambres,2 Salles de bains,Nouveau,Nan,Nan,Nan,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Oui,Oui,Non,Non,Oui,Non,Non,Non,Non,Nan,Oui,Non
dar-bouazza,5 500 DH,Appartement,95m²,3 Pièces,2 Chambres,2 Salles de bains,Bon état,1-5 ans,Nan,"
 Sud",Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Oui,Non,Non,Oui,Oui,Oui,Oui,Non,Oui,Oui,Nan,Non,Non
dar-bouazza,10 300 DH,Appartement,120m²,5 Pièces,2 Chambres,2 Salles de bains,Nouveau,Moins d'un an,1erétage,Nan,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,"
 Marbre",Oui,Non
dar-bouazza,6 500 DH,Appartement,112m²,4 Pièces,2 Chambres,2 Salles de bains,Bon état,1-5 ans,1erétage,Nan,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Oui,Oui,Non,Non,Oui,Non,Non,Non,Oui,"
 Marbre",Oui,Non
dar-bouazza,7 000 DH,Appartement,112m²,3 Pièces,2 Chambres,2 Salles de bains,Bon état,Nan,Nan,Nan,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Nan,Oui,Non
dar-bouazza,5 800 DH,Appartement,100m²,3 Pièces,2 Chambres,2 Salles de bains,Bon état,5-10 ans,1erétage,"
 Sud",Oui,Oui,Non,Oui,Oui,Non,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,"
 Carrelage",Non,Non
dar-bouazza,7 000 DH,Appartement,80m²,3 Pièces,2 Chambres,2 Salles de bains,Bon état,5-10 ans,2èmeétage,"
 Sud",Oui,Oui,Oui,Non,Oui,Non,Oui,Non,Oui,Non,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,"
 Marbre",Non,Non
dar-bouazza,5 500 DH,Appartement,80m²,2 Pièces,2 Chambres,1 Salle de bain,Bon état,5-10 ans,1erétage,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
dar-bouazza,7 000 DH,Appartement,80m²,2 Pièces,2 Chambres,2 Salles de bains,Bon état,Nan,Nan,Nan,Non,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Nan,Non,Non
dar-bouazza,9 000 DH,Appartement,121m²,3 Pièces,2 Chambres,2 Salles de bains,Bon état,5-10 ans,Nan,"
 Sud",Oui,Oui,Oui,Non,Oui,Non,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,"
 Marbre",Oui,Non
dar-bouazza,16 000 DH,Appartement,160m²,4 Pièces,3 Chambres,2 Salles de bains,Nouveau,1-5 ans,Nan,Nan,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Oui,Non,Oui,Oui,Oui,Oui,Non,Non,Non,"
 Marbre",Oui,Non
dar-bouazza,16 500 DH,Appartement,170m²,5 Pièces,3 Chambres,2 Salles de bains,Nouveau,Moins d'un an,2èmeétage,"
 Sud",Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Oui,Non,Oui,Non,Oui,Non,Non,Non,Non,"
 Carrelage",Oui,Non
dar-bouazza,8 000 DH,Appartement,130m²,4 Pièces,3 Chambres,3 Salles de bains,Bon état,Nan,Nan,Nan,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,"
 Marbre",Non,Non
dar-bouazza,15 000 DH,Appartement,180m²,3 Pièces,2 Chambres,2 Salles de bains,Bon état,1-5 ans,Nan,"
 Sud",Oui,Oui,Oui,Non,Oui,Oui,Oui,Non,Oui,Non,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,"
 Marbre",Non,Non
dar-bouazza,13 500 DH,Appartement,137m²,4 Pièces,3 Chambres,2 Salles de bains,Bon état,5-10 ans,Nan,"
 Est",Oui,Oui,Oui,Non,Oui,Oui,Oui,Non,Oui,Non,Non,Oui,Oui,Oui,Non,Non,Non,Non,"
 Carrelage",Oui,Non
dar-bouazza,10 500 DH,Appartement,104m²,3 Pièces,2 Chambres,2 Salles de bains,Nouveau,Moins d'un an,1erétage,"
 Sud",Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,"
 Marbre",Oui,Non
dar-bouazza,10 500 DH,Appartement,104m²,3 Pièces,2 Chambres,2 Salles de bains,Nouveau,Moins d'un an,2èmeétage,Nan,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Non,"
 Marbre",Oui,Non
dar-bouazza,11 000 DH,Appartement,315m²,4 Pièces,3 Chambres,2 Salles de bains,Bon état,5-10 ans,Nan,"
 Ouest",Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Oui,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,"
 Marbre",Oui,Non
dar-bouazza,6 000 DH,Appartement,81m²,3 Pièces,2 Chambres,1 Salle de bain,Bon état,1-5 ans,2èmeétage,Nan,Oui,Non,Oui,Non,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,"
 Carrelage",Non,Non
dar-bouazza,15 500 DH,Appartement,160m²,5 Pièces,3 Chambres,3 Salles de bains,Nouveau,Moins d'un an,Nan,Nan,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Oui,"
 Marbre",Non,Non
dar-bouazza,8 500 DH,Appartement,120m²,3 Pièces,2 Chambres,2 Salles de bains,Bon état,1-5 ans,Nan,Nan,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Oui,Non,Nan,Non,Non
dar-bouazza,8 000 DH,Appartement,130m²,5 Pièces,3 Chambres,3 Salles de bains,Nouveau,1-5 ans,Nan,"
 Sud",Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,"
 Marbre",Oui,Non
dar-bouazza,21 000 DH,Appartement,220m²,5 Pièces,3 Chambres,2 Salles de bains,Nouveau,Moins d'un an,Nan,"
 Sud",Oui,Oui,Oui,Non,Oui,Oui,Non,Oui,Oui,Oui,Non,Oui,Oui,Oui,Non,Non,Oui,Non,"
 Marbre",Non,Non
dar-bouazza,6 500 DH,Appartement,115m²,3 Pièces,2 Chambres,2 Salles de bains,Nouveau,1-5 ans,Nan,"
 Ouest",Oui,Oui,Oui,Non,Oui,Non,Oui,Non,Non,Non,Non,Oui,Oui,Oui,Oui,Non,Oui,Non,"
 Marbre",Non,Non
dar-bouazza,15 000 DH,Appartement,142m²,3 Pièces,3 Chambres,2 Salles de bains,Bon état,5-10 ans,Nan,"
 Sud",Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,"
 Marbre",Non,Non
dar-bouazza,6 500 DH,Appartement,90m²,2 Pièces,2 Chambres,2 Salles de bains,Bon état,5-10 ans,Nan,"
 Sud",Oui,Oui,Oui,Non,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,"
 Marbre",Non,Non
dar-bouazza,6 500 DH,Appartement,90m²,2 Pièces,2 Chambres,1 Salle de bain,Bon état,5-10 ans,Nan,"
 Sud",Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,"
 Marbre",Non,Non
dar-bouazza,3 500 DH,Appartement,60m²,1 Pièce,1 Chambre,1 Salle de bain,Bon état,5-10 ans,Nan,"
 Sud",Non,Oui,Non,Non,Non,Oui,Oui,Oui,Non,Non,Non,Oui,Oui,Oui,Oui,Non,Non,Non,"
 Carrelage",Non,Non
dar-bouazza,5 500 DH,Appartement,70m²,1 Pièce,1 Chambre,1 Salle de bain,Bon état,20-30 ans,Nan,"
 Est",Oui,Oui,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,Non,Oui,Oui,Oui,Non,Non,Non,Non,"
 Carrelage",Oui,Non
dar-bouazza,6 000 DH,Appartement,80m²,2 Pièces,2 Chambres,1 Salle de bain,Bon état,5-10 ans,Nan,"
 Sud",Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,"
 Marbre",Non,Non
dar-bouazza,6 000 DH,Appartement,110m²,5 Pièces,3 Chambres,2 Salles de bains,Bon état,5-10 ans,1erétage,"
 Sud",Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Oui,Non,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,"
 Marbre",Non,Non
dar-bouazza,10 000 DH,Appartement,120m²,5 Pièces,3 Chambres,2 Salles de bains,Nouveau,1-5 ans,2èmeétage,"
 Ouest",Oui,Oui,Oui,Non,Oui,Oui,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,"
 Marbre",Oui,Non
dar-bouazza,20 000 DH,Appartement,210m²,4 Pièces,3 Chambres,3 Salles de bains,Bon état,5-10 ans,2èmeétage,Nan,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,"
 Marbre",Oui,Non
dar-bouazza,7 000 DH,Appartement,104m²,5 Pièces,3 Chambres,2 Salles de bains,Bon état,5-10 ans,1erétage,"
 Ouest",Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Nan,Non,Non
dar-bouazza,7 000 DH,Appartement,100m²,3 Pièces,2 Chambres,2 Salles de bains,Bon état,Nan,Nan,Nan,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Nan,Non,Non
dar-bouazza,8 000 DH,Appartement,120m²,4 Pièces,2 Chambres,2 Salles de bains,Nouveau,1-5 ans,1erétage,"
 Sud",Non,Oui,Oui,Oui,Non,Oui,Non,Non,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Non,Oui,"
 Marbre",Oui,Non
dar-bouazza,11 500 DH,Appartement,116m²,3 Pièces,2 Chambres,2 Salles de bains,Nouveau,Moins d'un an,1erétage,"
 Ouest",Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Oui,Non,Non,Oui,Non,"
 Marbre",Oui,Non
dar-bouazza,6 000 DH,Appartement,80m²,4 Pièces,2 Chambres,1 Salle de bain,Bon état,1-5 ans,Nan,Nan,Oui,Oui,Oui,Non,Oui,Non,Non,Non,Oui,Oui,Non,Oui,Oui,Oui,Oui,Non,Oui,Non,"
 Marbre",Non,Non
dar-bouazza,6 000 DH,Appartement,87m²,3 Pièces,1 Chambre,1 Salle de bain,Bon état,1-5 ans,Nan,Nan,Oui,Non,Oui,Non,Non,Oui,Oui,Non,Oui,Oui,Non,Oui,Oui,Oui,Oui,Non,Non,Non,"
 Marbre",Non,Non
dar-bouazza,6 500 DH,Appartement,120m²,3 Pièces,2 Chambres,2 Salles de bains,Bon état,5-10 ans,1erétage,"
 Ouest",Oui,Oui,Oui,Non,Oui,Oui,Oui,Non,Oui,Non,Non,Oui,Oui,Oui,Oui,Non,Oui,Non,"
 Marbre",Oui,Non
dar-bouazza,10 000 DH,Appartement,120m²,3 Pièces,2 Chambres,2 Salles de bains,Bon état,5-10 ans,Nan,"
 Sud",Oui,Oui,Non,Non,Oui,Non,Oui,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Non,Non,Non,"
 Marbre",Oui,Non
dar-bouazza,15 900 DH,Appartement,201m²,5 Pièces,3 Chambres,3 Salles de bains,Bon état,5-10 ans,Nan,"
 Sud",Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,"
 Marbre",Non,Non
dar-bouazza,5 500 DH,Appartement,76m²,2 Pièces,1 Chambre,1 Salle de bain,Bon état,1-5 ans,2èmeétage,"
 Nord",Oui,Non,Oui,Oui,Oui,Non,Oui,Non,Oui,Non,Non,Oui,Oui,Oui,Oui,Non,Oui,Non,"
 Marbre",Non,Non
dar-bouazza,15 000 DH,Appartement,130m²,3 Pièces,2 Chambres,2 Salles de bains,Bon état,5-10 ans,3èmeétage,"
 Sud",Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Oui,Non,Oui,Oui,Oui,Oui,Non,Non,Non,Non,"
 Marbre",Non,Non
dar-bouazza,6 500 DH,Appartement,120m²,4 Pièces,2 Chambres,2 Salles de bains,Bon état,1-5 ans,1erétage,"
 Sud",Oui,Oui,Oui,Non,Oui,Non,Non,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,"
 Marbre",Oui,Non
dar-bouazza,10 000 DH,Appartement,300m²,7 Pièces,3 Chambres,2 Salles de bains,Bon état,1-5 ans,Nan,"
 Ouest",Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Oui,Oui,Non,Non,Oui,Non,Non,Non,Non,"
 Marbre",Oui,Non
dar-bouazza,15 500 DH,Appartement,270m²,3 Pièces,2 Chambres,3 Salles de bains,Bon état,1-5 ans,Nan,"
 Sud",Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Oui,Oui,Oui,Oui,Non,Non,Non,"
 Marbre",Non,Non
dar-bouazza,16 000 DH,Appartement,280m²,5 Pièces,2 Chambres,2 Salles de bains,Bon état,Nan,Nan,Nan,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Nan,Oui,Non
dar-bouazza,10 000 DH,Appartement,150m²,3 Pièces,2 Chambres,2 Salles de bains,Nouveau,5-10 ans,4èmeétage,"
 Ouest",Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,"
 Marbre",Non,Non
dar-bouazza,6 000 DH,Appartement,104m²,3 Pièces,2 Chambres,2 Salles de bains,Bon état,1-5 ans,3èmeétage,Nan,Oui,Oui,Oui,Oui,Non,Non,Oui,Non,Non,Non,Non,Oui,Oui,Oui,Oui,Non,Non,Oui,Nan,Non,Non
dar-bouazza,8 500 DH,Appartement,117m²,4 Pièces,2 Chambres,2 Salles de bains,Nouveau,Moins d'un an,Nan,Nan,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,"
 Marbre",Oui,Non
dar-bouazza,5 000 DH,Appartement,100m²,3 Pièces,2 Chambres,2 Salles de bains,Bon état,1-5 ans,1erétage,"
 Sud",Oui,Oui,Oui,Non,Oui,Non,Oui,Non,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,"
 Marbre",Non,Non
dar-bouazza,10 000 DH,Appartement,140m²,4 Pièces,3 Chambres,2 Salles de bains,Nouveau,Moins d'un an,2èmeétage,"
 Sud",Non,Non,Oui,Oui,Oui,Non,Non,Non,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,"
 Marbre",Non,Non
dar-bouazza,6 500 DH,Appartement,75m²,4 Pièces,2 Chambres,1 Salle de bain,Nouveau,1-5 ans,2èmeétage,"
 Nord",Oui,Oui,Oui,Non,Oui,Non,Oui,Non,Oui,Oui,Non,Oui,Oui,Oui,Oui,Non,Oui,Non,"
 Marbre",Non,Non
dar-bouazza,15 000 DH,Appartement,130m²,6 Pièces,2 Chambres,2 Salles de bains,Nouveau,Moins d'un an,1erétage,"
 Est",Non,Oui,Oui,Non,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,"
 Marbre",Non,Non
dar-bouazza,5 500 DH,Appartement,100m²,3 Pièces,2 Chambres,2 Salles de bains,Bon état,1-5 ans,1erétage,Nan,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,"
 Marbre",Non,Non
dar-bouazza,1 200 DH,Appartement,108m²,6 Pièces,2 Chambres,2 Salles de bains,Bon état,5-10 ans,19èmeétage,"
 Nord",Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,"
 Carrelage",Oui,Non
dar-bouazza,12 000 DH,Appartement,128m²,4 Pièces,3 Chambres,2 Salles de bains,Bon état,Nan,1erétage,Nan,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,Oui,Oui,Non,Oui,Oui,Oui,Oui,Non,Non,Non,Nan,Non,Non
dar-bouazza,4 500 DH,Appartement,52m²,2 Pièces,2 Chambres,1 Salle de bain,Bon état,Nan,3èmeétage,Nan,Non,Non,Non,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Oui,Oui,Oui,Oui,Non,Non,Non,Nan,Non,Non
dar-bouazza,11 000 DH,Appartement,300m²,4 Pièces,3 Chambres,2 Salles de bains,Nouveau,1-5 ans,Nan,"
 Sud",Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,"
 Marbre",Oui,Non
dar-bouazza,5 500 DH,Appartement,100m²,3 Pièces,2 Chambres,2 Salles de bains,Bon état,1-5 ans,1erétage,Nan,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,"
 Marbre",Non,Non
dar-bouazza,6 500 DH,Appartement,109m²,4 Pièces,2 Chambres,2 Salles de bains,Nan,Nan,Nan,Nan,Oui,Non,Oui,Oui,Non,Oui,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Nan,Non,Non
dar-bouazza,15 000 DH,Appartement,260m²,2 Pièces,2 Chambres,2 Salles de bains,Bon état,1-5 ans,Nan,"
 Sud",Oui,Oui,Oui,Non,Oui,Non,Oui,Non,Oui,Oui,Non,Oui,Oui,Oui,Oui,Non,Non,Non,"
 Marbre",Oui,Non
dar-bouazza,16 000 DH,Appartement,285m²,3 Pièces,2 Chambres,2 Salles de bains,Bon état,1-5 ans,Nan,Nan,Oui,Oui,Oui,Non,Oui,Non,Oui,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Non,Oui,Non,"
 Marbre",Oui,Non
dar-bouazza,5 000 DH,Appartement,85m²,3 Pièces,2 Chambres,2 Salles de bains,Bon état,5-10 ans,Nan,"
 Ouest",Non,Oui,Oui,Oui,Oui,Non,Non,Oui,Oui,Non,Oui,Non,Non,Oui,Non,Non,Non,Non,"
 Marbre",Non,Non
dar-bouazza,7 000 DH,Appartement,84m²,3 Pièces,2 Chambres,1 Salle de bain,Bon état,1-5 ans,2èmeétage,"
 Ouest",Oui,Oui,Oui,Non,Oui,Oui,Oui,Non,Oui,Non,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,"
 Marbre",Non,Non
dar-bouazza,15 000 DH,Appartement,200m²,5 Pièces,3 Chambres,2 Salles de bains,Nouveau,1-5 ans,2èmeétage,Nan,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,"
 Marbre",Oui,Non
dar-bouazza,12 000 DH,Appartement,160m²,5 Pièces,3 Chambres,2 Salles de bains,Bon état,1-5 ans,1erétage,"
 Sud",Oui,Oui,Oui,Oui,Oui,Non,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Non,"
 Marbre",Oui,Non
dar-bouazza,6 500 DH,Appartement,45m²,1 Pièce,1 Chambre,1 Salle de bain,Nouveau,Nan,Nan,Nan,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Nan,Oui,Non
dar-bouazza,9 500 DH,Appartement,97m²,4 Pièces,2 Chambres,2 Salles de bains,Bon état,1-5 ans,Nan,"
 Sud",Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Non,Non,"
 Marbre",Non,Non
dar-bouazza,15 000 DH,Appartement,175m²,6 Pièces,3 Chambres,3 Salles de bains,Nouveau,1-5 ans,2èmeétage,"
 Sud",Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,"
 Marbre",Non,Non
dar-bouazza,12 000 DH,Appartement,115m²,3 Pièces,2 Chambres,2 Salles de bains,Bon état,1-5 ans,Nan,Nan,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,"
 Marbre",Non,Non
dar-bouazza,9 000 DH,Appartement,120m²,4 Pièces,2 Chambres,1 Salle de bain,Bon état,10-20 ans,1erétage,"
 Est",Non,Oui,Non,Non,Non,Oui,Non,Non,Non,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,"
 Carrelage",Non,Non
dar-bouazza,7 000 DH,Appartement,123m²,4 Pièces,3 Chambres,2 Salles de bains,Bon état,Nan,Nan,Nan,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Nan,Non,Non
